fill	x	y	group
#FAF4F3	48171.5	19	3035
#FAF4F3	48171	18.5	3035
#FEFDFD	48171	19.5	3036
#FEFDFD	48171.5	20	3036
#FEFDFD	48172	19.5	3036
#FEFDFD	48171.5	19	3036
#FDFDFE	48171.5	20	3037
#FDFDFE	48172	20.5	3037
#FDFDFE	48172.5	20	3037
#FDFDFE	48172	19.5	3037
#FCF8F8	48172	20.5	3038
#FCF8F8	48172.5	21	3038
#FCF8F8	48173	20.5	3038
#FCF8F8	48172.5	20	3038
#FEFDFD	48172.5	21	3039
#FEFDFD	48173	21.5	3039
#FEFDFD	48173.5	21	3039
#FEFDFD	48173	20.5	3039
#FDFBFB	48173	21.5	3040
#FDFBFB	48173.5	22	3040
#FDFBFB	48174	21.5	3040
#FDFBFB	48173.5	21	3040
#FEFDFD	48173.5	22	3041
#FEFDFD	48174	22.5	3041
#FEFDFD	48174.5	22	3041
#FEFDFD	48174	21.5	3041
#FFFFFF	48174	22.5	3042
#FFFFFF	48174.5	23	3042
#FFFFFF	48175	22.5	3042
#FFFFFF	48174.5	22	3042
#FEFCFB	48174.5	23	3043
#FEFCFB	48175	23.5	3043
#FEFCFB	48175.5	23	3043
#FEFCFB	48175	22.5	3043
#FAF5F4	48175	23.5	3044
#FAF5F4	48175.5	24	3044
#FAF5F4	48176	23.5	3044
#FAF5F4	48175.5	23	3044
#A65952	48152.5	0	3045
#A65952	48153	0.5	3045
#A65952	48153.5	0	3045
#A65952	48153	-0.5	3045
#CE9A94	48153	0.5	3046
#CE9A94	48153.5	1	3046
#CE9A94	48154	0.5	3046
#CE9A94	48153.5	0	3046
#F0DDDB	48153.5	1	3047
#F0DDDB	48154	1.5	3047
#F0DDDB	48154.5	1	3047
#F0DDDB	48154	0.5	3047
#FDFCFE	48154	1.5	3048
#FDFCFE	48154.5	2	3048
#FDFCFE	48155	1.5	3048
#FDFCFE	48154.5	1	3048
#FDF9F9	48154.5	2	3049
#FDF9F9	48155	2.5	3049
#FDF9F9	48155.5	2	3049
#FDF9F9	48155	1.5	3049
#FBF6F6	48155	2.5	3050
#FBF6F6	48155.5	3	3050
#FBF6F6	48156	2.5	3050
#FBF6F6	48155.5	2	3050
#D9AFAA	48155.5	3	3051
#D9AFAA	48156	3.5	3051
#D9AFAA	48156.5	3	3051
#D9AFAA	48156	2.5	3051
#D4A6A0	48156	3.5	3052
#D4A6A0	48156.5	4	3052
#D4A6A0	48157	3.5	3052
#D4A6A0	48156.5	3	3052
#EAD0CC	48156.5	4	3053
#EAD0CC	48157	4.5	3053
#EAD0CC	48157.5	4	3053
#EAD0CC	48157	3.5	3053
#EAD2CF	48157	4.5	3054
#EAD2CF	48157.5	5	3054
#EAD2CF	48158	4.5	3054
#EAD2CF	48157.5	4	3054
#EFDBD8	48157.5	5	3055
#EFDBD8	48158	5.5	3055
#EFDBD8	48158.5	5	3055
#EFDBD8	48158	4.5	3055
#EBD4D0	48158	5.5	3056
#EBD4D0	48158.5	6	3056
#EBD4D0	48159	5.5	3056
#EBD4D0	48158.5	5	3056
#EAD2CE	48158.5	6	3057
#EAD2CE	48159	6.5	3057
#EAD2CE	48159.5	6	3057
#EAD2CE	48159	5.5	3057
#FEFDFD	48159	6.5	3058
#FEFDFD	48159.5	7	3058
#FEFDFD	48160	6.5	3058
#FEFDFD	48159.5	6	3058
#FBF6F5	48159.5	7	3059
#FBF6F5	48160	7.5	3059
#FBF6F5	48160.5	7	3059
#FBF6F5	48160	6.5	3059
#FEFDFC	48160	7.5	3060
#FEFDFC	48160.5	8	3060
#FEFDFC	48161	7.5	3060
#FEFDFC	48160.5	7	3060
#F6EAE9	48160.5	8	3061
#F6EAE9	48161	8.5	3061
#F6EAE9	48161.5	8	3061
#F6EAE9	48161	7.5	3061
#F4E7E5	48161	8.5	3062
#F4E7E5	48161.5	9	3062
#F4E7E5	48162	8.5	3062
#F4E7E5	48161.5	8	3062
#F1DFDC	48161.5	9	3063
#F1DFDC	48162	9.5	3063
#F1DFDC	48162.5	9	3063
#F1DFDC	48162	8.5	3063
#F5E9E7	48162	9.5	3064
#F5E9E7	48162.5	10	3064
#F5E9E7	48163	9.5	3064
#F5E9E7	48162.5	9	3064
#F3E4E2	48162.5	10	3065
#F3E4E2	48163	10.5	3065
#F3E4E2	48163.5	10	3065
#F3E4E2	48163	9.5	3065
#EDD6D3	48163	10.5	3066
#EDD6D3	48163.5	11	3066
#EDD6D3	48164	10.5	3066
#EDD6D3	48163.5	10	3066
#F4E6E4	48163.5	11	3067
#F4E6E4	48164	11.5	3067
#F4E6E4	48164.5	11	3067
#F4E6E4	48164	10.5	3067
#F7ECEA	48164	11.5	3068
#F7ECEA	48164.5	12	3068
#F7ECEA	48165	11.5	3068
#F7ECEA	48164.5	11	3068
#FDFAF9	48164.5	12	3069
#FDFAF9	48165	12.5	3069
#FDFAF9	48165.5	12	3069
#FDFAF9	48165	11.5	3069
#E9CECB	48165	12.5	3070
#E9CECB	48165.5	13	3070
#E9CECB	48166	12.5	3070
#E9CECB	48165.5	12	3070
#F4E5E3	48165.5	13	3071
#F4E5E3	48166	13.5	3071
#F4E5E3	48166.5	13	3071
#F4E5E3	48166	12.5	3071
#F0DEDB	48166	13.5	3072
#F0DEDB	48166.5	14	3072
#F0DEDB	48167	13.5	3072
#F0DEDB	48166.5	13	3072
#E7CAC6	48166.5	14	3073
#E7CAC6	48167	14.5	3073
#E7CAC6	48167.5	14	3073
#E7CAC6	48167	13.5	3073
#FAF4F3	48167	14.5	3074
#FAF4F3	48167.5	15	3074
#FAF4F3	48168	14.5	3074
#FAF4F3	48167.5	14	3074
#FEFDFD	48167.5	15	3075
#FEFDFD	48168	15.5	3075
#FEFDFD	48168.5	15	3075
#FEFDFD	48168	14.5	3075
#FBF6F5	48168	15.5	3076
#FBF6F5	48168.5	16	3076
#FBF6F5	48169	15.5	3076
#FBF6F5	48168.5	15	3076
#F6E9E8	48168.5	16	3077
#F6E9E8	48169	16.5	3077
#F6E9E8	48169.5	16	3077
#F6E9E8	48169	15.5	3077
#FEFCFB	48169	16.5	3078
#FEFCFB	48169.5	17	3078
#FEFCFB	48170	16.5	3078
#FEFCFB	48169.5	16	3078
#FEFDFC	48169.5	17	3079
#FEFDFC	48170	17.5	3079
#FEFDFC	48170.5	17	3079
#FEFDFC	48170	16.5	3079
#FEFCFC	48170	17.5	3080
#FEFCFC	48170.5	18	3080
#FEFCFC	48171	17.5	3080
#FEFCFC	48170.5	17	3080
#F8EEED	48170.5	18	3081
#F8EEED	48171	18.5	3081
#F8EEED	48171.5	18	3081
#F8EEED	48171	17.5	3081
#FEFCFC	48171	18.5	3082
#FEFCFC	48171.5	19	3082
#FEFCFC	48172	18.5	3082
#FEFCFC	48171.5	18	3082
#FEFDFD	48171.5	19	3083
#FEFDFD	48172	19.5	3083
#FEFDFD	48172.5	19	3083
#FEFDFD	48172	18.5	3083
#FEFDFD	48172	19.5	3084
#FEFDFD	48172.5	20	3084
#FEFDFD	48173	19.5	3084
#FEFDFD	48172.5	19	3084
#F8EFED	48172.5	20	3085
#F8EFED	48173	20.5	3085
#F8EFED	48173.5	20	3085
#F8EFED	48173	19.5	3085
#FDFBFA	48173	20.5	3086
#FDFBFA	48173.5	21	3086
#FDFBFA	48174	20.5	3086
#FDFBFA	48173.5	20	3086
#FEFCFC	48173.5	21	3087
#FEFCFC	48174	21.5	3087
#FEFCFC	48174.5	21	3087
#FEFCFC	48174	20.5	3087
#FBF5F4	48174	21.5	3088
#FBF5F4	48174.5	22	3088
#FBF5F4	48175	21.5	3088
#FBF5F4	48174.5	21	3088
#FFFEFF	48174.5	22	3089
#FFFEFF	48175	22.5	3089
#FFFEFF	48175.5	22	3089
#FFFEFF	48175	21.5	3089
#FEFCFC	48175	22.5	3090
#FEFCFC	48175.5	23	3090
#FEFCFC	48176	22.5	3090
#FEFCFC	48175.5	22	3090
#FCF7F7	48175.5	23	3091
#FCF7F7	48176	23.5	3091
#FCF7F7	48176.5	23	3091
#FCF7F7	48176	22.5	3091
#AF6860	48153.5	0	3092
#AF6860	48154	0.5	3092
#AF6860	48154.5	0	3092
#AF6860	48154	-0.5	3092
#D9AFAA	48154	0.5	3093
#D9AFAA	48154.5	1	3093
#D9AFAA	48155	0.5	3093
#D9AFAA	48154.5	0	3093
#F9F2F1	48154.5	1	3094
#F9F2F1	48155	1.5	3094
#F9F2F1	48155.5	1	3094
#F9F2F1	48155	0.5	3094
#EFDBD9	48155	1.5	3095
#EFDBD9	48155.5	2	3095
#EFDBD9	48156	1.5	3095
#EFDBD9	48155.5	1	3095
#CE9B94	48155.5	2	3096
#CE9B94	48156	2.5	3096
#CE9B94	48156.5	2	3096
#CE9B94	48156	1.5	3096
#B7756D	48156	2.5	3097
#B7756D	48156.5	3	3097
#B7756D	48157	2.5	3097
#B7756D	48156.5	2	3097
#C78F89	48156.5	3	3098
#C78F89	48157	3.5	3098
#C78F89	48157.5	3	3098
#C78F89	48157	2.5	3098
#DFBBB6	48157	3.5	3099
#DFBBB6	48157.5	4	3099
#DFBBB6	48158	3.5	3099
#DFBBB6	48157.5	3	3099
#CF9C96	48157.5	4	3100
#CF9C96	48158	4.5	3100
#CF9C96	48158.5	4	3100
#CF9C96	48158	3.5	3100
#E7CBC8	48158	4.5	3101
#E7CBC8	48158.5	5	3101
#E7CBC8	48159	4.5	3101
#E7CBC8	48158.5	4	3101
#DAB0AB	48158.5	5	3102
#DAB0AB	48159	5.5	3102
#DAB0AB	48159.5	5	3102
#DAB0AB	48159	4.5	3102
#E7CBC7	48159	5.5	3103
#E7CBC7	48159.5	6	3103
#E7CBC7	48160	5.5	3103
#E7CBC7	48159.5	5	3103
#F8F0EF	48159.5	6	3104
#F8F0EF	48160	6.5	3104
#F8F0EF	48160.5	6	3104
#F8F0EF	48160	5.5	3104
#F4E6E4	48160	6.5	3105
#F4E6E4	48160.5	7	3105
#F4E6E4	48161	6.5	3105
#F4E6E4	48160.5	6	3105
#F7EDEC	48160.5	7	3106
#F7EDEC	48161	7.5	3106
#F7EDEC	48161.5	7	3106
#F7EDEC	48161	6.5	3106
#F1E0DD	48161	7.5	3107
#F1E0DD	48161.5	8	3107
#F1E0DD	48162	7.5	3107
#F1E0DD	48161.5	7	3107
#FBF5F4	48161.5	8	3108
#FBF5F4	48162	8.5	3108
#FBF5F4	48162.5	8	3108
#FBF5F4	48162	7.5	3108
#EEDAD7	48162	8.5	3109
#EEDAD7	48162.5	9	3109
#EEDAD7	48163	8.5	3109
#EEDAD7	48162.5	8	3109
#E3C3BE	48162.5	9	3110
#E3C3BE	48163	9.5	3110
#E3C3BE	48163.5	9	3110
#E3C3BE	48163	8.5	3110
#ECD5D2	48163	9.5	3111
#ECD5D2	48163.5	10	3111
#ECD5D2	48164	9.5	3111
#ECD5D2	48163.5	9	3111
#F0DCDA	48163.5	10	3112
#F0DCDA	48164	10.5	3112
#F0DCDA	48164.5	10	3112
#F0DCDA	48164	9.5	3112
#F1E0DE	48164	10.5	3113
#F1E0DE	48164.5	11	3113
#F1E0DE	48165	10.5	3113
#F1E0DE	48164.5	10	3113
#FCF8F7	48164.5	11	3114
#FCF8F7	48165	11.5	3114
#FCF8F7	48165.5	11	3114
#FCF8F7	48165	10.5	3114
#F2E1DE	48165	11.5	3115
#F2E1DE	48165.5	12	3115
#F2E1DE	48166	11.5	3115
#F2E1DE	48165.5	11	3115
#F6EAE9	48165.5	12	3116
#F6EAE9	48166	12.5	3116
#F6EAE9	48166.5	12	3116
#F6EAE9	48166	11.5	3116
#ECD4D1	48166	12.5	3117
#ECD4D1	48166.5	13	3117
#ECD4D1	48167	12.5	3117
#ECD4D1	48166.5	12	3117
#F3E3E1	48166.5	13	3118
#F3E3E1	48167	13.5	3118
#F3E3E1	48167.5	13	3118
#F3E3E1	48167	12.5	3118
#F3E4E2	48167	13.5	3119
#F3E4E2	48167.5	14	3119
#F3E4E2	48168	13.5	3119
#F3E4E2	48167.5	13	3119
#F3E5E3	48167.5	14	3120
#F3E5E3	48168	14.5	3120
#F3E5E3	48168.5	14	3120
#F3E5E3	48168	13.5	3120
#FDFBFA	48168	14.5	3121
#FDFBFA	48168.5	15	3121
#FDFBFA	48169	14.5	3121
#FDFBFA	48168.5	14	3121
#FCF7F7	48168.5	15	3122
#FCF7F7	48169	15.5	3122
#FCF7F7	48169.5	15	3122
#FCF7F7	48169	14.5	3122
#FDFBFB	48169	15.5	3123
#FDFBFB	48169.5	16	3123
#FDFBFB	48170	15.5	3123
#FDFBFB	48169.5	15	3123
#F7EDEC	48169.5	16	3124
#F7EDEC	48170	16.5	3124
#F7EDEC	48170.5	16	3124
#F7EDEC	48170	15.5	3124
#FDF9F9	48170	16.5	3125
#FDF9F9	48170.5	17	3125
#FDF9F9	48171	16.5	3125
#FDF9F9	48170.5	16	3125
#FCF7F7	48170.5	17	3126
#FCF7F7	48171	17.5	3126
#FCF7F7	48171.5	17	3126
#FCF7F7	48171	16.5	3126
#FDFDFE	48171	17.5	3127
#FDFDFE	48171.5	18	3127
#FDFDFE	48172	17.5	3127
#FDFDFE	48171.5	17	3127
#FCF9F8	48171.5	18	3128
#FCF9F8	48172	18.5	3128
#FCF9F8	48172.5	18	3128
#FCF9F8	48172	17.5	3128
#FDFBFA	48172	18.5	3129
#FDFBFA	48172.5	19	3129
#FDFBFA	48173	18.5	3129
#FDFBFA	48172.5	18	3129
#FAF4F3	48172.5	19	3130
#FAF4F3	48173	19.5	3130
#FAF4F3	48173.5	19	3130
#FAF4F3	48173	18.5	3130
#F9F1F0	48173	19.5	3131
#F9F1F0	48173.5	20	3131
#F9F1F0	48174	19.5	3131
#F9F1F0	48173.5	19	3131
#FAF4F3	48173.5	20	3132
#FAF4F3	48174	20.5	3132
#FAF4F3	48174.5	20	3132
#FAF4F3	48174	19.5	3132
#FEFEFE	48174	20.5	3133
#FEFEFE	48174.5	21	3133
#FEFEFE	48175	20.5	3133
#FEFEFE	48174.5	20	3133
#FEFCFC	48174.5	21	3134
#FEFCFC	48175	21.5	3134
#FEFCFC	48175.5	21	3134
#FEFCFC	48175	20.5	3134
#FCF8F7	48175	21.5	3135
#FCF8F7	48175.5	22	3135
#FCF8F7	48176	21.5	3135
#FCF8F7	48175.5	21	3135
#FBF7F6	48175.5	22	3136
#FBF7F6	48176	22.5	3136
#FBF7F6	48176.5	22	3136
#FBF7F6	48176	21.5	3136
#FAF4F3	48176	22.5	3137
#FAF4F3	48176.5	23	3137
#FAF4F3	48177	22.5	3137
#FAF4F3	48176.5	22	3137
#BC7D76	48154.5	0	3138
#BC7D76	48155	0.5	3138
#BC7D76	48155.5	0	3138
#BC7D76	48155	-0.5	3138
#DEB8B3	48155	0.5	3139
#DEB8B3	48155.5	1	3139
#DEB8B3	48156	0.5	3139
#DEB8B3	48155.5	0	3139
#B5716A	48155.5	1	3140
#B5716A	48156	1.5	3140
#B5716A	48156.5	1	3140
#B5716A	48156	0.5	3140
#A3554E	48156	1.5	3141
#A3554E	48156.5	2	3141
#A3554E	48157	1.5	3141
#A3554E	48156.5	1	3141
#8D3330	48156.5	2	3142
#8D3330	48157	2.5	3142
#8D3330	48157.5	2	3142
#8D3330	48157	1.5	3142
#98453F	48157	2.5	3143
#98453F	48157.5	3	3143
#98453F	48158	2.5	3143
#98453F	48157.5	2	3143
#BB7B74	48157.5	3	3144
#BB7B74	48158	3.5	3144
#BB7B74	48158.5	3	3144
#BB7B74	48158	2.5	3144
#BB7B74	48158	3.5	3145
#BB7B74	48158.5	4	3145
#BB7B74	48159	3.5	3145
#BB7B74	48158.5	3	3145
#CF9C96	48158.5	4	3146
#CF9C96	48159	4.5	3146
#CF9C96	48159.5	4	3146
#CF9C96	48159	3.5	3146
#DAB2AD	48159	4.5	3147
#DAB2AD	48159.5	5	3147
#DAB2AD	48160	4.5	3147
#DAB2AD	48159.5	4	3147
#E5C7C3	48159.5	5	3148
#E5C7C3	48160	5.5	3148
#E5C7C3	48160.5	5	3148
#E5C7C3	48160	4.5	3148
#F6EAE8	48160	5.5	3149
#F6EAE8	48160.5	6	3149
#F6EAE8	48161	5.5	3149
#F6EAE8	48160.5	5	3149
#E6C9C5	48160.5	6	3150
#E6C9C5	48161	6.5	3150
#E6C9C5	48161.5	6	3150
#E6C9C5	48161	5.5	3150
#F1E0DD	48161	6.5	3151
#F1E0DD	48161.5	7	3151
#F1E0DD	48162	6.5	3151
#F1E0DD	48161.5	6	3151
#E5C6C2	48161.5	7	3152
#E5C6C2	48162	7.5	3152
#E5C6C2	48162.5	7	3152
#E5C6C2	48162	6.5	3152
#E7CAC7	48162	7.5	3153
#E7CAC7	48162.5	8	3153
#E7CAC7	48163	7.5	3153
#E7CAC7	48162.5	7	3153
#DFBBB6	48162.5	8	3154
#DFBBB6	48163	8.5	3154
#DFBBB6	48163.5	8	3154
#DFBBB6	48163	7.5	3154
#DBB2AD	48163	8.5	3155
#DBB2AD	48163.5	9	3155
#DBB2AD	48164	8.5	3155
#DBB2AD	48163.5	8	3155
#D8ADA8	48163.5	9	3156
#D8ADA8	48164	9.5	3156
#D8ADA8	48164.5	9	3156
#D8ADA8	48164	8.5	3156
#E3C3BE	48164	9.5	3157
#E3C3BE	48164.5	10	3157
#E3C3BE	48165	9.5	3157
#E3C3BE	48164.5	9	3157
#F1E0DE	48164.5	10	3158
#F1E0DE	48165	10.5	3158
#F1E0DE	48165.5	10	3158
#F1E0DE	48165	9.5	3158
#EED9D7	48165	10.5	3159
#EED9D7	48165.5	11	3159
#EED9D7	48166	10.5	3159
#EED9D7	48165.5	10	3159
#ECD4D1	48165.5	11	3160
#ECD4D1	48166	11.5	3160
#ECD4D1	48166.5	11	3160
#ECD4D1	48166	10.5	3160
#E6C9C6	48166	11.5	3161
#E6C9C6	48166.5	12	3161
#E6C9C6	48167	11.5	3161
#E6C9C6	48166.5	11	3161
#EFDBD8	48166.5	12	3162
#EFDBD8	48167	12.5	3162
#EFDBD8	48167.5	12	3162
#EFDBD8	48167	11.5	3162
#E0BDB8	48167	12.5	3163
#E0BDB8	48167.5	13	3163
#E0BDB8	48168	12.5	3163
#E0BDB8	48167.5	12	3163
#F2E2E0	48167.5	13	3164
#F2E2E0	48168	13.5	3164
#F2E2E0	48168.5	13	3164
#F2E2E0	48168	12.5	3164
#F3E4E2	48168	13.5	3165
#F3E4E2	48168.5	14	3165
#F3E4E2	48169	13.5	3165
#F3E4E2	48168.5	13	3165
#F6EBE9	48168.5	14	3166
#F6EBE9	48169	14.5	3166
#F6EBE9	48169.5	14	3166
#F6EBE9	48169	13.5	3166
#F3E4E2	48169	14.5	3167
#F3E4E2	48169.5	15	3167
#F3E4E2	48170	14.5	3167
#F3E4E2	48169.5	14	3167
#FBF5F4	48169.5	15	3168
#FBF5F4	48170	15.5	3168
#FBF5F4	48170.5	15	3168
#FBF5F4	48170	14.5	3168
#F8EFEE	48170	15.5	3169
#F8EFEE	48170.5	16	3169
#F8EFEE	48171	15.5	3169
#F8EFEE	48170.5	15	3169
#FCF7F6	48170.5	16	3170
#FCF7F6	48171	16.5	3170
#FCF7F6	48171.5	16	3170
#FCF7F6	48171	15.5	3170
#FBF6F6	48171	16.5	3171
#FBF6F6	48171.5	17	3171
#FBF6F6	48172	16.5	3171
#FBF6F6	48171.5	16	3171
#FDFAFA	48171.5	17	3172
#FDFAFA	48172	17.5	3172
#FDFAFA	48172.5	17	3172
#FDFAFA	48172	16.5	3172
#F7ECEA	48172	17.5	3173
#F7ECEA	48172.5	18	3173
#F7ECEA	48173	17.5	3173
#F7ECEA	48172.5	17	3173
#FDF9F9	48172.5	18	3174
#FDF9F9	48173	18.5	3174
#FDF9F9	48173.5	18	3174
#FDF9F9	48173	17.5	3174
#FBF5F4	48173	18.5	3175
#FBF5F4	48173.5	19	3175
#FBF5F4	48174	18.5	3175
#FBF5F4	48173.5	18	3175
#F6EBE9	48173.5	19	3176
#F6EBE9	48174	19.5	3176
#F6EBE9	48174.5	19	3176
#F6EBE9	48174	18.5	3176
#F9F2F1	48174	19.5	3177
#F9F2F1	48174.5	20	3177
#F9F2F1	48175	19.5	3177
#F9F2F1	48174.5	19	3177
#F8EFEE	48174.5	20	3178
#F8EFEE	48175	20.5	3178
#F8EFEE	48175.5	20	3178
#F8EFEE	48175	19.5	3178
#FFFEFE	48175	20.5	3179
#FFFEFE	48175.5	21	3179
#FFFEFE	48176	20.5	3179
#FFFEFE	48175.5	20	3179
#FCF8F8	48175.5	21	3180
#FCF8F8	48176	21.5	3180
#FCF8F8	48176.5	21	3180
#FCF8F8	48176	20.5	3180
#F8F0EE	48176	21.5	3181
#F8F0EE	48176.5	22	3181
#F8F0EE	48177	21.5	3181
#F8F0EE	48176.5	21	3181
#FCF7F6	48176.5	22	3182
#FCF7F6	48177	22.5	3182
#FCF7F6	48177.5	22	3182
#FCF7F6	48177	21.5	3182
#B46F68	48155.5	0	3183
#B46F68	48156	0.5	3183
#B46F68	48156.5	0	3183
#B46F68	48156	-0.5	3183
#C68E87	48156	0.5	3184
#C68E87	48156.5	1	3184
#C68E87	48157	0.5	3184
#C68E87	48156.5	0	3184
#B26D65	48156.5	1	3185
#B26D65	48157	1.5	3185
#B26D65	48157.5	1	3185
#B26D65	48157	0.5	3185
#95403B	48157	1.5	3186
#95403B	48157.5	2	3186
#95403B	48158	1.5	3186
#95403B	48157.5	1	3186
#A95D56	48157.5	2	3187
#A95D56	48158	2.5	3187
#A95D56	48158.5	2	3187
#A95D56	48158	1.5	3187
#C28780	48158	2.5	3188
#C28780	48158.5	3	3188
#C28780	48159	2.5	3188
#C28780	48158.5	2	3188
#C78F89	48158.5	3	3189
#C78F89	48159	3.5	3189
#C78F89	48159.5	3	3189
#C78F89	48159	2.5	3189
#CD9A94	48159	3.5	3190
#CD9A94	48159.5	4	3190
#CD9A94	48160	3.5	3190
#CD9A94	48159.5	3	3190
#DCB4AF	48159.5	4	3191
#DCB4AF	48160	4.5	3191
#DCB4AF	48160.5	4	3191
#DCB4AF	48160	3.5	3191
#E8CECA	48160	4.5	3192
#E8CECA	48160.5	5	3192
#E8CECA	48161	4.5	3192
#E8CECA	48160.5	4	3192
#EED9D6	48160.5	5	3193
#EED9D6	48161	5.5	3193
#EED9D6	48161.5	5	3193
#EED9D6	48161	4.5	3193
#F7EDEC	48161	5.5	3194
#F7EDEC	48161.5	6	3194
#F7EDEC	48162	5.5	3194
#F7EDEC	48161.5	5	3194
#F3E5E3	48161.5	6	3195
#F3E5E3	48162	6.5	3195
#F3E5E3	48162.5	6	3195
#F3E5E3	48162	5.5	3195
#DFBBB7	48162	6.5	3196
#DFBBB7	48162.5	7	3196
#DFBBB7	48163	6.5	3196
#DFBBB7	48162.5	6	3196
#F4E6E4	48162.5	7	3197
#F4E6E4	48163	7.5	3197
#F4E6E4	48163.5	7	3197
#F4E6E4	48163	6.5	3197
#ECD5D2	48163	7.5	3198
#ECD5D2	48163.5	8	3198
#ECD5D2	48164	7.5	3198
#ECD5D2	48163.5	7	3198
#E5C6C2	48163.5	8	3199
#E5C6C2	48164	8.5	3199
#E5C6C2	48164.5	8	3199
#E5C6C2	48164	7.5	3199
#E3C2BE	48164	8.5	3200
#E3C2BE	48164.5	9	3200
#E3C2BE	48165	8.5	3200
#E3C2BE	48164.5	8	3200
#E6C8C4	48164.5	9	3201
#E6C8C4	48165	9.5	3201
#E6C8C4	48165.5	9	3201
#E6C8C4	48165	8.5	3201
#EAD0CD	48165	9.5	3202
#EAD0CD	48165.5	10	3202
#EAD0CD	48166	9.5	3202
#EAD0CD	48165.5	9	3202
#EAD0CD	48165.5	10	3203
#EAD0CD	48166	10.5	3203
#EAD0CD	48166.5	10	3203
#EAD0CD	48166	9.5	3203
#F2E1DF	48166	10.5	3204
#F2E1DF	48166.5	11	3204
#F2E1DF	48167	10.5	3204
#F2E1DF	48166.5	10	3204
#F4E7E5	48166.5	11	3205
#F4E7E5	48167	11.5	3205
#F4E7E5	48167.5	11	3205
#F4E7E5	48167	10.5	3205
#E9CFCC	48167	11.5	3206
#E9CFCC	48167.5	12	3206
#E9CFCC	48168	11.5	3206
#E9CFCC	48167.5	11	3206
#F7ECEA	48167.5	12	3207
#F7ECEA	48168	12.5	3207
#F7ECEA	48168.5	12	3207
#F7ECEA	48168	11.5	3207
#F1DFDD	48168	12.5	3208
#F1DFDD	48168.5	13	3208
#F1DFDD	48169	12.5	3208
#F1DFDD	48168.5	12	3208
#F9F1F0	48168.5	13	3209
#F9F1F0	48169	13.5	3209
#F9F1F0	48169.5	13	3209
#F9F1F0	48169	12.5	3209
#F6EBE9	48169	13.5	3210
#F6EBE9	48169.5	14	3210
#F6EBE9	48170	13.5	3210
#F6EBE9	48169.5	13	3210
#FDFAF9	48169.5	14	3211
#FDFAF9	48170	14.5	3211
#FDFAF9	48170.5	14	3211
#FDFAF9	48170	13.5	3211
#F6EBE9	48170	14.5	3212
#F6EBE9	48170.5	15	3212
#F6EBE9	48171	14.5	3212
#F6EBE9	48170.5	14	3212
#FCF8F8	48170.5	15	3213
#FCF8F8	48171	15.5	3213
#FCF8F8	48171.5	15	3213
#FCF8F8	48171	14.5	3213
#FEFCFC	48171	15.5	3214
#FEFCFC	48171.5	16	3214
#FEFCFC	48172	15.5	3214
#FEFCFC	48171.5	15	3214
#FCF8F7	48171.5	16	3215
#FCF8F7	48172	16.5	3215
#FCF8F7	48172.5	16	3215
#FCF8F7	48172	15.5	3215
#F9F2F1	48172	16.5	3216
#F9F2F1	48172.5	17	3216
#F9F2F1	48173	16.5	3216
#F9F2F1	48172.5	16	3216
#F8EEED	48172.5	17	3217
#F8EEED	48173	17.5	3217
#F8EEED	48173.5	17	3217
#F8EEED	48173	16.5	3217
#F9F1F0	48173	17.5	3218
#F9F1F0	48173.5	18	3218
#F9F1F0	48174	17.5	3218
#F9F1F0	48173.5	17	3218
#FFFFFF	48173.5	18	3219
#FFFFFF	48174	18.5	3219
#FFFFFF	48174.5	18	3219
#FFFFFF	48174	17.5	3219
#FDFAFA	48174	18.5	3220
#FDFAFA	48174.5	19	3220
#FDFAFA	48175	18.5	3220
#FDFAFA	48174.5	18	3220
#FFFFFF	48174.5	19	3221
#FFFFFF	48175	19.5	3221
#FFFFFF	48175.5	19	3221
#FFFFFF	48175	18.5	3221
#FEFCFC	48175	19.5	3222
#FEFCFC	48175.5	20	3222
#FEFCFC	48176	19.5	3222
#FEFCFC	48175.5	19	3222
#FBF7F6	48175.5	20	3223
#FBF7F6	48176	20.5	3223
#FBF7F6	48176.5	20	3223
#FBF7F6	48176	19.5	3223
#FDFBFA	48176	20.5	3224
#FDFBFA	48176.5	21	3224
#FDFBFA	48177	20.5	3224
#FDFBFA	48176.5	20	3224
#F7EDEC	48176.5	21	3225
#F7EDEC	48177	21.5	3225
#F7EDEC	48177.5	21	3225
#F7EDEC	48177	20.5	3225
#F5E8E6	48177	21.5	3226
#F5E8E6	48177.5	22	3226
#F5E8E6	48178	21.5	3226
#F5E8E6	48177.5	21	3226
#B06861	48156.5	0	3227
#B06861	48157	0.5	3227
#B06861	48157.5	0	3227
#B06861	48157	-0.5	3227
#CF9C96	48157	0.5	3228
#CF9C96	48157.5	1	3228
#CF9C96	48158	0.5	3228
#CF9C96	48157.5	0	3228
#AA5F58	48157.5	1	3229
#AA5F58	48158	1.5	3229
#AA5F58	48158.5	1	3229
#AA5F58	48158	0.5	3229
#AE665F	48158	1.5	3230
#AE665F	48158.5	2	3230
#AE665F	48159	1.5	3230
#AE665F	48158.5	1	3230
#DCB6B1	48158.5	2	3231
#DCB6B1	48159	2.5	3231
#DCB6B1	48159.5	2	3231
#DCB6B1	48159	1.5	3231
#C58B84	48159	2.5	3232
#C58B84	48159.5	3	3232
#C58B84	48160	2.5	3232
